subject_id,rpl_alpha,tar,resting_alpha_power,resting_total_power,alpha_power_c3,alpha_power_c4,alpha_asymmetry,rpl_lower_beta,resting_lower_beta_power,rpl_upper_beta,resting_upper_beta_power,smr_strength,IAF_c3,alpha_peak_amp_c3,beta_peak_amp_c3,beta_center_freq_c3,aperiodic_exp_c3,IAF_c4,alpha_peak_amp_c4,beta_peak_amp_c4,beta_center_freq_c4,aperiodic_exp_c4,alpha_var_C3,alpha_cv_C3,alpha_var_C4,alpha_cv_C4,coherence_mu,coherence_beta,coherence_low_beta,coherence_upper_beta,pse_C3,pse_C4,pse_Cz,pse_avg,lzc_C3,lzc_C4,lzc_Cz,lzc_avg
S001,0.19474051586755728,0.6753796137870977,8.242792091358757e-12,4.2327052768847896e-11,6.628976330324022e-12,1.039650433155893e-11,0.45001923505274277,0.07977805432007418,3.3767699150017935e-12,0.08623806889745757,3.650203292906227e-12,7.3815817759816795,11.980391025014141,9.004879599626852,4.835727235347998,23.823086559768946,0.4497811998925283,11.936824047011255,5.762345540591636,3.1454313901644837,23.16950115007017,0.18153667376624977,6.6057081352884824e-12,0.06105212923376966,4.662381594959286e-12,0.043478944624726255,0.1413406350395524,0.11539489239431343,0.12318373335751993,0.10938871108445992,0.9771043950896002,0.9883825239731177,0.9942162310045216,0.9865677166890797,0.0027157101296004607,0.009504985453601613,0.013578550648002305,0.008599748743734793
S002,0.20289132109239177,0.6222763050911503,7.848023947267283e-12,3.868092486663579e-11,6.806026405516016e-12,4.410709932997835e-12,-0.4337727967703593,0.11255362832221956,4.353678440599025e-12,0.20643007638000632,7.984906274668912e-12,5.823057109756064,11.73805945521453,3.7405573143285302,4.484895304585246,23.015610775938743,0.3360016152894126,9.269617384352188,4.485608405039664,7.161429897422176,23.69053809831791,0.3443760792924669,2.5491016116765322e-12,0.024610272447051867,1.4338240123314492e-12,0.014019597820657804,0.1757854216168699,0.14131408769008924,0.1357444789443682,0.14469878681368992,0.9977572845651251,0.9988378014183166,0.9877552084859457,0.9947834314897959,0.0027157101296004607,0.0027157101296004607,0.021725681036803685,0.009052367098668202
S003,0.09918317577358358,1.9459520666866483,3.0219455118233063e-10,3.0468327801096385e-09,1.9908508239507326e-11,8.757055383373354e-10,3.7838827008958944,0.06117786610396889,1.8639872786273076e-10,0.04374505140481631,1.3328385658777553e-10,1.8957280857970957,,1.6517893365120375,0.6995903874624352,19.7551256691831,0.23995771059203536,,2.139722508670739,1.1245801757257066,20.615690728849362,0.19573057642600997,5.24877061220641e-12,0.045847047124176164,2.6781185140251425e-10,0.4161858215936506,0.12391925746907068,0.12228752963838121,0.12173993073577481,0.12209479060273853,0.9807485129032727,0.9524384306046526,0.9952259820114822,0.9761376418398026,0.0027157101296004607,0.005431420259200921,0.0027157101296004607,0.0036209468394672807
S004,0.09490607893119611,1.3709960768071097,2.1622277069755225e-12,2.2782815719771427e-11,2.7933096152171087e-12,2.2829656351248783e-12,-0.20175181989078794,0.07532108240892463,1.7160263403362472e-12,0.06396113247058785,1.4572146943052915e-12,2.2749325540917837,,1.3546775148330459,1.6028902346317748,23.53979812141038,0.28185905882458806,,1.3338613547649931,1.519073852441894,20.764143137116026,0.22591154269766298,8.383689949469249e-13,0.00818492440418039,7.10990598749727e-13,0.006986332846491861,0.12504696431484388,0.13314877833980843,0.11011347406242865,0.1493567794197095,0.9982965919665316,0.999229681583197,0.9998734468929452,0.999133240147558,0.0027157101296004607,0.0027157101296004607,0.006789275324001152,0.004073565194400691
S005,0.05871192341758167,3.343045031473797,4.343365534390756e-12,7.397757187239597e-11,4.3161143728308485e-12,5.418837184243713e-12,0.22752570400785999,0.059561037004582124,4.40618089580091e-12,0.04356199881914271,3.2226108985483585e-12,1.5720367738736414,,1.737644759883619,1.4261289496733989,16.901255321466078,0.21448486718378276,8.528306251650134,1.201639750582989,1.0618952901830352,19.043262876687685,0.19582377477148916,1.50989861801769e-12,0.014582669445900514,3.417712845502134e-12,0.0318143451916754,0.1681224746855573,0.12725738719745366,0.1486585690798789,0.11176765952563099,0.9969550042366059,0.9919618059322967,0.9989123443401577,0.9959430515030201,0.10591269505441797,0.0027157101296004607,0.10998626024881865,0.07287155514427902
S006,0.08435778861662575,1.9278797800932446,2.50539546431513e-12,2.969963420569504e-11,3.175071671552347e-12,3.583738822503109e-12,0.12107641346463893,0.0886143847502254,2.6318148124444155e-12,0.09119199218145517,2.7083688102778207e-12,3.222631512151864,,1.9230916249046788,1.1870090823769535,19.487630687354855,0.31407646761632546,,1.3155185116607635,4.516017057222957,26.19919152111772,0.4585030581810963,1.5646517566032758e-12,0.01517616774385527,1.5694650028177586e-12,0.015223849735075226,0.12447216918469743,0.12285955482018976,0.13865932064083586,0.11161861420786552,0.9978203913659613,0.9989541227836584,0.9998332517232739,0.9988692552909645,0.0027157101296004607,0.0027157101296004607,0.0027157101296004607,0.0027157101296004607
S007,0.37905803075370764,0.5359378702027734,1.5279008247608985e-11,4.0307834178393905e-11,1.1050587561481519e-11,1.7285370740088997e-11,0.44737692226873804,0.10761872082536542,4.337877553519696e-12,0.09057226470302211,3.650771826811015e-12,5.169653154521519,12.26749022823037,5.72984496690879,1.8178634098068,23.60454034294335,0.10546108605671993,10.662778618034809,4.6105351299616775,2.7785048571892994,18.361628097521503,0.6418896865173074,6.651768661737559e-12,0.061475364964950166,9.77470047338955e-12,0.08779573147815699,0.22138443561181964,0.15880642873753686,0.1742158278419273,0.14791622573211816,0.9863444766886462,0.9900078232078088,0.9722182311478439,0.982856843681433,0.07332417349921244,0.0027157101296004607,0.0027157101296004607,0.02625186458613779
S008,0.10676785876805112,1.612710244080938,2.5941932299384497e-12,2.4297511066267895e-11,2.8795046977654066e-12,3.0184080668322518e-12,0.04711126280178135,0.06045044446612381,1.4687953433764562e-12,0.050950230318359366,1.2379637849892347e-12,1.6257040749641263,8.283168097475318,1.044176220399074,1.7639261483173516,23.57417793504588,0.558060421124299,,1.4880596604350718,1.0318820685405403,22.807040504703377,0.3579796445835892,1.0350597597389223e-12,0.010146135071233563,9.54558361195448e-13,0.009348937546441005,0.1262922417687276,0.1233548383132593,0.12626329524211258,0.1207859193499758,0.9993603738415093,0.9986039531838747,0.9986981081005464,0.9988874783753102,0.0027157101296004607,0.0027157101296004607,0.005431420259200921,0.0036209468394672807
S009,0.07873562627694722,1.215917724406348,8.033461310038777e-12,1.0203083013249456e-10,8.368019479743305e-12,9.028817349116288e-12,0.07600415455652865,0.16728147710936814,1.7067867975258717e-11,0.17604312119464266,1.7961825794604736e-11,3.906147005182987,,0.4400763088304828,3.577518897678921,20.664485785277922,1.0049659208935795,,2.2052376636722295e-20,4.23551135641736,18.428737978759205,1.9999999999999998,5.641133375435741e-12,0.05155273698470253,3.7220217586968495e-12,0.03456471232010694,0.16603294825891313,0.14488709688684018,0.13987222644076433,0.14772301629947585,0.9948096986113243,0.9895921326112868,0.9924766009732356,0.992292810731949,0.0448092171384076,0.013578550648002305,0.008147130388801382,0.0221782993917371
S010,0.08836839045488253,1.5454798476644125,3.454994422611765e-11,3.909762761126391e-10,2.650795577448337e-11,3.510561185425684e-11,0.28091609373890236,0.03705729441532922,1.4488522973315117e-11,0.025241582351938567,9.868859871151452e-12,1.618908694509038,,1.3521125763120365,0.7254271276012094,19.934715370665238,0.29776145843813767,11.096721774729373,1.8748348123284684,0.957210920964378,18.294490080759616,0.3028599294513346,9.707594557291993e-12,0.07640327177844268,1.431765903918659e-11,0.10619563392732731,0.14019004743933886,0.13248345462395295,0.13582136432984998,0.12925514507002336,0.9720887405595592,0.9640746755325296,0.9804250556705983,0.972196157254229,0.0027157101296004607,0.1249226659616212,0.012220695583202074,0.04661969055814125
S011,0.12360089036817319,1.170652666600041,1.5529328466147954e-12,1.2564091099902549e-11,1.1046297636381074e-12,1.649087663536577e-12,0.40071198050476653,0.06763669271848437,8.497935690111529e-13,0.053075718812577485,6.668481663540351e-13,2.2313965735706205,,1.416435920654329,2.328507959774033,20.227602901275468,0.2430252180020089,,1.824074397232215,1.5536063243233902,18.639232569992263,0.20749432212938265,3.458885166314109e-13,0.0034343785997852368,6.120196183947629e-13,0.006044932274203569,0.1279994873085252,0.12689987884021964,0.14080131877866806,0.11731270920706328,0.9998258219040606,0.9995450011529579,0.9996525653321912,0.9996744627964032,0.013578550648002305,0.02579924623120438,0.0027157101296004607,0.014031169002935715
S012,0.11488642667974604,1.7310516670581106,1.0873180479238556e-12,9.464286420491002e-12,1.2528180024426892e-12,1.2898635676187723e-12,0.029141035327565845,0.08433820012792077,7.982008821993331e-13,0.08627984799294351,8.16577193721643e-13,2.4368312046567198,,0.8390578326811498,0.3248276759069862,20.87890614539409,0.2343992857612881,,2.1838221822962045,4.034623436720306,27.504020173721194,0.30834688162340584,5.539994943099344e-13,0.005465075530345773,4.0646707229946226e-13,0.004025557779964184,0.10645080535874676,0.14719931408304351,0.1410933132152834,0.1508601396888005,0.9995516927521728,0.9996688681870692,0.9998582893238716,0.9996929500877045,0.008147130388801382,0.04073565194400691,0.0027157101296004607,0.017199497487469583
S013,0.09905190024684564,2.044359851138548,7.40879249183611e-12,7.479707580947744e-11,8.416380547841593e-12,8.196741095314302e-12,-0.02644322428527701,0.10197966572337527,7.627780788136468e-12,0.10389937499501789,7.771369428059677e-12,3.871650474009897,,1.3236285362043179,3.92642918813296,21.659218853234275,0.2510483270793236,,1.4211885311118602,3.7447914132477877,21.425992607983954,0.17960072127649335,3.745383023935236e-12,0.03465649021883133,4.297459516598292e-12,0.03922870740727266,0.11930577552252326,0.13803366466178846,0.144317856025369,0.1353634444396104,0.9936265564291762,0.9907098562863739,0.9958824291675239,0.9934062806276914,0.013578550648002305,0.012220695583202074,0.013578550648002305,0.013125932293068895
S014,0.08939009620396042,1.9769283306024303,1.510703046227613e-11,1.6900116571981958e-10,9.362519904049722e-12,2.6182226991926656e-11,1.028366346716357,0.05180150917080605,8.754515435912148e-12,0.03538384241479432,5.979910615746636e-12,2.426032827806054,,2.26137400278019,1.6759935014914136,16.79566690427864,0.7088049475787326,,2.590842378324187,1.8720390461767225,19.435452779247537,0.3049606384230445,3.769458551455482e-12,0.03461401869913955,1.2529911829324936e-11,0.09723719510048154,0.14277358227754947,0.13561218342279258,0.1480666266061895,0.12787526727091367,0.9910207492595423,0.9628417506289499,0.9900492946136259,0.981303931500706,0.01240201752233989,0.0027560038938533086,0.017914025310046506,0.011024015575413234
S015,0.13215526606967995,1.1173182451374346,1.1927373840391144e-11,9.025273222258383e-11,1.2129587085446707e-11,1.626647899882291e-11,0.2934588055613645,0.09541528233062777,8.611489926128382e-12,0.07559648945269695,6.822789719541641e-12,4.381616544450409,11.222976492490872,3.5319259395793776,2.109184455238416,22.96646033926927,0.5145341314892325,10.86888038466104,4.884576903910128,1.7597744872691028,21.527931311091045,0.48201701488855103,4.362718444461197e-12,0.03977100928182135,6.423766798148997e-12,0.05455818325423691,0.14181518124718406,0.17299654911944418,0.16426483163765507,0.17953723990603668,0.9929868527227145,0.9848150293725635,0.992294759166216,0.9900322137538313,0.020367825972003456,0.0027157101296004607,0.0027157101296004607,0.008599748743734793
S016,0.20961835491219277,0.7474527864816799,6.482031638199986e-13,3.0923015500790714e-12,6.362192973321553e-13,1.0050595540451631e-12,0.4572587654600504,0.1494283958583714,4.620776601386709e-13,0.15640991264511336,4.836666153202162e-13,3.720978868912198,8.324033647214506,1.1236680990507224,2.476788648952447,23.858571016555018,0.10000000000000013,11.939273683837401,1.9953927953293742,4.965591667206112,23.443112517066275,1.2593619072282762,2.424811866141603e-13,0.0024163397571084285,3.783665810531942e-13,0.0037604950503847038,0.21445309293586806,0.12574599025427502,0.1364277321328945,0.11758872009928398,0.9999792406451989,0.9995928604327801,0.9999949025990081,0.999855667892329,0.0027157101296004607,0.0027157101296004607,0.019009970907203227,0.008147130388801382
S017,0.0942441802651163,1.2916406220786918,1.7564508495852866e-11,1.863723409386396e-10,3.2122914186269206e-11,1.282863670429277e-11,-0.917889698505796,0.10477130206055715,1.9526472828215353e-11,0.11992737685373633,2.2351145966861266e-11,1.9671037076585876,,2.716673272482619e-12,2.679517802593598,17.03570143985576,1.618145981963305,,0.6051339543468135,1.2549260996964582,23.10439742021125,1.9999999999999742,5.120011796716776e-11,0.40887489104881647,2.707013236827115e-12,0.025761234998159688,0.12962291831594336,0.1269158132203948,0.11211013146896419,0.1369986662195824,0.9907989727647338,0.9993120805554879,0.9969910188719538,0.9957006907307252,0.0027157101296004607,0.07739773869361313,0.021725681036803685,0.03394637662000576
S018,0.12272851961461277,1.276771150286113,9.45709894716937e-13,7.705706038715513e-12,7.723948928489405e-13,1.4965661964791849e-12,0.6614326220359175,0.16484883801318198,1.2702766865534118e-12,0.12944236883802634,9.974448432208203e-13,2.522582233164478,,0.7473872186404872,2.3665972871607694,18.450358681767504,1.200582526185447,,1.2945754752652876,1.6408763566205564,19.668411462786544,0.5704165472641225,4.936158330710655e-13,0.0049025659863421904,5.459642331207468e-13,0.005383524572484741,0.1264918898713716,0.13481781657207226,0.16018597129553808,0.1169810243568502,0.9998585443564759,0.9996709175062118,0.9999564659947693,0.9998286426191524,0.0027157101296004607,0.07875559375841336,0.019009970907203227,0.03349375826507235
S019,0.14554466263035326,1.1838212356492848,3.4178919582666387e-12,2.3483457905613637e-11,3.2573421657211665e-12,5.102755720642308e-12,0.4488691549182917,0.11749358179760112,2.759155582323739e-12,0.15441234150330013,3.6261357217999865e-12,7.041869969542574,12.087694953515854,5.10024812001754,6.648811942959767,24.22173603907505,0.21047049487746355,12.3647973908759,5.043455018289933,7.4350494295789415,25.030114084274867,0.1913412713670503,2.0080673762291238e-12,0.019467196009083546,2.655927406443901e-12,0.025542143396160056,0.1205508656521361,0.13288007342097513,0.12291803502606964,0.13961901462763815,0.9973445931752134,0.9966542811216403,0.9989701242111831,0.9976563328360123,0.0027157101296004607,0.019009970907203227,0.0027157101296004607,0.008147130388801384
S020,0.10433739564528297,1.5215263212073815,3.7189679047982e-12,3.5643671972047466e-11,3.3717180881063454e-12,2.877412520652032e-12,-0.15853097289191354,0.07278045455776337,2.5941626482334248e-12,0.04733911503376404,1.6873398877105063e-12,3.284723885511667,,1.852888176717804,3.66547845947524,26.69313244921973,0.9565729229293959,,0.06930836584874776,2.903999716882806,19.529649189339878,1.7257677813605952,3.5588265791783596e-12,0.03431922227308244,2.332465104412074e-12,0.02258373807028709,0.1321226180076854,0.14904805293227977,0.1541432410825271,0.14787193965114698,0.9988204388227272,0.9983607921478721,0.9973458822278305,0.9981757043994767,0.0027157101296004607,0.0027157101296004607,0.0027157101296004607,0.0027157101296004607
S021,0.1650821021053,1.6555337858405095,3.5321303788965537e-10,2.139620427563694e-09,1.051007755091539e-09,6.80229420380821e-12,-5.040244811429577,0.14742180844824376,3.154267128242443e-10,0.09032626727728787,1.9326392661206319e-10,7.186443254195325,,7.412521482996827,2.7005632542818194,17.72814435249121,0.256356504528233,8.519586949750899,4.44809356308481,4.991132764375578,17.389067081021285,0.2449261828459079,1.0861625292480899e-11,0.09265046162243831,8.487858404799459e-13,0.008387267126637975,0.12513566061062112,0.1472832459584747,0.16813727408838186,0.13379617830332705,0.9751750237136002,0.9992254400521775,0.9997733024517629,0.9913912554058468,0.010862840518401843,0.020367825972003456,0.0027157101296004607,0.011315458873335252
S022,0.09974477077706423,1.7519527162806707,1.4703464735731664e-11,1.474108830085421e-10,1.1918490856984303e-11,2.14150629124318e-11,0.5860035011727938,0.08047506208672899,1.1862899962371968e-11,0.06710533169986892,9.892056200458788e-12,4.7636552626889,,7.526606426131549,5.789214555775873,28.13871918429837,0.19589992328592282,8.628300298540196,1.8502076527090483,1.3687920622186769,17.98031025362217,0.29957082862566353,6.177832569614195e-12,0.05422453185634088,2.0398325071203253e-11,0.16352896318573265,0.1489870432933661,0.14314488134511108,0.14058115081144726,0.14424724478919737,0.987038331164813,0.9798205830965788,0.9895302645444168,0.9854630596019361,0.012220695583202074,0.013578550648002305,0.0027157101296004607,0.009504985453601613
S023,0.17671378863083345,1.0342279826797829,1.1544247247484499e-11,6.532737109496973e-11,1.006488795593297e-11,1.6238100175838868e-11,0.4783074166625596,0.13106862317846987,8.562368585286652e-12,0.09785937814794143,6.392895911393541e-12,5.247829579633404,,2.0561091172682,4.073338345744234,28.01274850855517,0.1603776068907175,,1.82382475848036,5.655079462230415,22.23926984508201,0.19854005020853838,6.427207339494837e-12,0.059368338046081486,3.724492992900799e-12,0.03470629914418011,0.13857929637200278,0.14703004473054923,0.1507194842956092,0.14349622553985203,0.9970186339804704,0.9948395863060356,0.9936663535463502,0.9951748579442854,0.005431420259200921,0.04616707220320783,0.0027157101296004607,0.018104734197336405
S024,0.16951913455902,0.6540924407869897,1.6365619223664643e-12,9.654142741017102e-12,1.7045322676826017e-12,1.664545369273296e-12,-0.023738708635697492,0.12680503187692377,1.224193878019046e-12,0.2324811288517313,2.2444060025274033e-12,4.536870054210766,12.064119166461023,2.0463541311673215,2.8996951934794084,23.205852665354072,0.8899807409111453,11.854500335772713,3.491206291648781,6.174046047410199,25.46808232476492,1.2626299278250204,7.289730474382543e-13,0.0071885421379980705,1.2630754589650028e-12,0.012334337296239782,0.12923067366166607,0.13259577863423777,0.12098700925919952,0.14089249245923574,0.9996557737527851,0.9990667287890338,0.9996723635496134,0.9994649553638109,0.0027157101296004607,0.0027157101296004607,0.0027157101296004607,0.0027157101296004607
S025,0.16480138958012186,0.6913789587159933,1.626961756234208e-11,9.872257511780412e-11,1.4009849812956105e-11,2.789614103191186e-11,0.688727724690029,0.06902376692264056,6.814204014934187e-12,0.06515217490431992,6.431990481080035e-12,7.763156354548691,11.271157962754744,11.67432148098424,5.934628295559561,21.38261552850404,0.1118390027644175,10.510327054203204,2.698995496354432,3.7554918887676827,21.41327119306488,0.28805141622267794,6.107359338552818e-12,0.05571532973481828,1.6531494915558356e-11,0.13073040844453782,0.15164969068893064,0.11977172483592231,0.11408874129160436,0.12383897330457602,0.9735519409378011,0.972829843534193,0.9919029034465723,0.9794282293061888,0.0027157101296004607,0.0027157101296004607,0.010862840518401843,0.005431420259200921
S026,0.139266047615992,0.936158963988622,1.4006109289781102e-12,1.0057088234744138e-11,2.1231744285265943e-12,2.0483209957535993e-12,-0.03589190958365762,0.19047273744763266,1.9156011268240955e-12,0.1707549031438615,1.7172971274330043e-12,7.8414348309374375,10.025518542587271,1.1033403395265573,7.047780718394501,21.77480920897752,0.22809393293375377,10.808249074679066,4.512644026240259,8.63520651098138,27.381527012957005,0.8276135664181327,7.62821111727796e-13,0.007499386703088191,1.1482774100799072e-12,0.01116090510990436,0.15027439266664552,0.17547990428122948,0.156003399297123,0.18987390074401672,0.9991970949884844,0.9972357308377564,0.9999998846582251,0.9988109034948219,0.03258852155520553,0.012220695583202074,0.0027157101296004607,0.015841642422669354
S027,0.06921346989432561,1.362346785961857,2.550012794958321e-11,3.6842724383731283e-10,2.6137747878088417e-11,3.0261341936942115e-11,0.1464905059399335,0.036079891334339274,1.3292814922260367e-11,0.03323458461963885,1.2244526411491489e-11,4.968268843719606,11.440248301746843,7.4740672095706095,4.6816754533141935,23.389622179886445,0.36971069325813993,11.46319075365054,2.4673423845166513,1.141339123117813,22.66279682713891,0.2325212987267347,3.6718598727166956e-11,0.27215221677104484,1.3899145330345556e-11,0.11343474329396157,0.16621762105686194,0.13148413679840742,0.11861972475109318,0.1401858617332762,0.9156589951366741,0.9734967181171357,0.9846829866071419,0.957946233286984,0.008147130388801382,0.0801134488232136,0.08282915895281406,0.05702991272160968
S028,0.11078704540524205,1.4581498742655592,1.975618125402853e-11,1.7832573458172337e-10,1.7735712556959012e-11,1.13869501837635e-11,-0.443112286441,0.07354131239921992,1.3114308555694893e-11,0.044923431134304505,8.011003856956314e-12,4.221216496338485,9.324428604971436,3.4265903324338085,2.3949069886826284,15.257701347471432,0.18826341512481273,8.995844637101557,2.783762799980595,1.7984446540921502,18.328341881305317,0.26854621122425354,9.618203220113526e-12,0.08447256171782663,5.788430765154871e-12,0.05260661004494728,0.13403521178450326,0.11500987294113088,0.10846876808693234,0.11892755724592034,0.979295646753413,0.9869878561812552,0.9765159015211134,0.9809331348185939,0.0312306664904053,0.04345136207360737,0.0027157101296004607,0.025799246231204376
S029,0.506654809667702,0.156563123469804,1.4251112648843482e-11,2.8127854264702057e-11,7.370569079098127e-12,1.4377526298596371e-11,0.6681713949161718,0.11508823688678907,3.2371851547331104e-12,0.12183185280016047,3.426868600361547e-12,9.577779539113564,11.694613803583996,7.933955411277976,6.206852939126754,22.8098079805228,0.18726477820211865,11.503502320445131,11.190507739193945,9.659843495561361,23.24609698139819,0.14708555355345712,2.348490793286114e-12,0.022719523176202912,7.40463842563004e-12,0.06604076803503844,0.15635009335860398,0.14602288943588804,0.18013674606410773,0.12212790507438179,0.996494671833932,0.9508891994496077,0.9868586407511732,0.9780808373449044,0.05567205765680945,0.013578550648002305,0.0027157101296004607,0.02398877281147074
S030,0.36729390475872464,0.3083852478988902,2.343844537492898e-12,6.381386968652718e-12,1.6624915453493864e-12,1.7524125665097514e-12,0.05267603992924208,0.1023132532205962,6.529004608223783e-13,0.127488362760826,8.135525767768055e-13,3.113000316623719,11.851138614499034,3.486953578948692,2.4457469453632714,23.313706556262517,1.5167971070318729,10.221280105124816,1.735145289192648,2.7412703147464312,26.289495058726196,1.1672656756817688,6.177881800885275e-13,0.00612774882274512,1.0105379961269032e-12,0.010020119828834833,0.16703868355510443,0.17417369551851877,0.1677667088909156,0.17998989429307535,0.9997845236242393,0.9998619033063817,0.9993626505853734,0.9996696925053316,0.010862840518401843,0.0027157101296004607,0.0312306664904053,0.014936405712802534
S031,0.16914920433142808,2.1802278756594466,4.454828505790048e-12,2.6336680230912188e-11,3.4343953685624695e-12,4.103276834620331e-12,0.1779449930699677,0.09221968281920737,2.428760297405611e-12,0.08907119335582524,2.3458395371981196e-12,7.902485228457834,,6.339848805699367,4.22134374479442,29.999999999999996,1.0212933455424775,8.0239391721475,8.815009555699998,3.7898351803967634,17.353879729741912,0.3752812628794123,2.184504851388707e-12,0.02104861973617036,2.1542816063399792e-12,0.020824386290469562,0.1613872768835248,0.1482860944781645,0.127456080654673,0.16302858857319186,0.9959408786806919,0.9930954668339652,0.9861737631475291,0.9917367028873955,0.052956347527208986,0.028514956360804835,0.023083536101603915,0.03485161332987258
S032,0.07081436861030643,1.7181496082761583,1.582690293770012e-11,2.2349846857769834e-10,6.026259958438115e-12,8.51117870074994e-12,0.3452538614738856,0.08820815546850894,1.9714387663275273e-11,0.08099292948946402,1.810179570651671e-11,4.569841631494199,10.854084190658318,1.80692532297515,5.502232901140353,21.676713440761073,0.23914284637472313,,1.9727200304829893,2.4495187267524345,23.10479631296292,1.624139492531555,2.2999152930542333e-12,0.021941345982463077,2.7885441201513743e-12,0.026181940444321664,0.10756912387752746,0.12004614093011887,0.1248633844270316,0.11588756214191993,0.9962052641068216,0.9978407931043752,0.9848464512366591,0.9929641694826187,0.13985907167442374,0.0896184342768152,0.0027157101296004607,0.07739773869361313
S033,0.26421891593886826,0.43097353857190485,7.98753385030236e-12,3.0230741890374035e-11,9.456611894616115e-12,1.2704102096550615e-11,0.29521077280206853,0.20566808931241856,6.21749892309012e-12,0.10784664792231062,3.2602841770814157e-12,12.793435940643015,10.127566757414682,13.589711436837616,8.636705045708009,18.917209637851343,0.14773986935302721,10.43779919578254,11.94310803593965,8.695224664169924,18.723991669849998,0.3258144987747504,2.007018680907804e-11,0.1502619193634961,9.706068709623289e-12,0.084232803786735,0.15920285607416093,0.13584527748674605,0.14417109987736626,0.12922528244660278,0.9039375523726646,0.9476243379847641,0.9879275028878967,0.9464964644151085,0.0027157101296004607,0.0027157101296004607,0.04616707220320783,0.017199497487469583
S034,0.08828127627350638,0.8053408459735051,2.1002019771830265e-11,2.378989142246131e-10,2.9431387813582146e-11,2.7954090985140108e-11,-0.05149816068445645,0.014268576426063238,3.394478839291355e-12,0.012387623255165405,2.9470021222274173e-12,7.525405142065736,8.776353906361841,5.899379393913712,2.7246848569479556,19.52931896884108,0.4380358069419271,10.17902641895403,9.087176834284177,1.8670103570653482,19.450935013053915,0.2738874728489882,1.970719646562525e-11,0.1574501147531006,1.7689378177881606e-11,0.14329129858181167,0.13829870842151043,0.14581870150114198,0.1466783430964812,0.1449253359099895,0.9131023073295235,0.9070396798625191,0.9858588482957712,0.9353336118292712,0.0027157101296004607,0.0027157101296004607,0.0027157101296004607,0.0027157101296004607
S035,0.38893738930311234,0.3604548465200916,5.3451327050520745e-12,1.37429130036311e-11,5.461114269380307e-12,9.128776425514904e-12,0.5137788211285255,0.14642028418616962,2.0122412275374717e-12,0.13710198625535866,1.884180669732421e-12,11.430394944848082,11.684823254149906,10.747911591582353,2.6436973953201877,21.29158218768908,0.22878967776059156,11.363901481627419,12.05129104352779,4.715058630299258,21.447258483483143,0.1623265472318857,3.277495119812914e-12,0.031556593959787875,7.593809016459036e-12,0.06957433298982245,0.14936249102185883,0.14493715703311488,0.1656234022286067,0.13034618953188065,0.9889077590776791,0.9682534915411759,0.9995608638635347,0.9855740381607966,0.08826057921201498,0.0027157101296004607,0.10862840518401844,0.0665348981752113
